url,route_family,city,theme,action,redirect_target,expected_target_status,sitemap_section,recommended_final_action
/how-many-days-in-istanbul,themed-list,istanbul,how-many-days,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/istanbul-for-solo-female-travelers,themed-list,istanbul,solo-female,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/istanbul-bucket-list,themed-list,istanbul,bucket-list,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/private-tours-in-istanbul,themed-list,istanbul,private-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/walking-tours-in-istanbul,themed-list,istanbul,walking-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/things-to-do-in-athens,things-to-do,athens,,redirect,/top-attractions-in-athens,200,(removed from sitemap: 308),redirect (shipped)
/best-family-activities-in-athens,themed-list,athens,family,redirect,/family-hotels-in-athens,200,(removed from sitemap: 308),redirect (shipped)
/best-food-tours-in-athens,themed-list,athens,food,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/day-trips-from-athens,themed-list,athens,day-trips,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/honeymoon-in-athens,themed-list,athens,honeymoon,redirect,/luxury-hotels-in-athens,200,(removed from sitemap: 308),redirect (shipped)
/solo-travel-in-athens,themed-list,athens,solo-travel,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/girls-trip-in-athens,themed-list,athens,girls-trip,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/rainy-day-in-athens,themed-list,athens,rainy-day,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/night-in-athens,themed-list,athens,night,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/spring-in-athens,themed-list,athens,spring,redirect,/best-time-to-visit-athens,200,(removed from sitemap: 308),redirect (shipped)
/summer-in-athens,themed-list,athens,summer,redirect,/best-time-to-visit-athens,200,(removed from sitemap: 308),redirect (shipped)
/fall-in-athens,themed-list,athens,fall,redirect,/best-time-to-visit-athens,200,(removed from sitemap: 308),redirect (shipped)
/winter-in-athens,themed-list,athens,winter,redirect,/best-time-to-visit-athens,200,(removed from sitemap: 308),redirect (shipped)
/athens-with-kids,themed-list,athens,with-kids,redirect,/family-hotels-in-athens,200,(removed from sitemap: 308),redirect (shipped)
/athens-with-teens,themed-list,athens,with-teens,redirect,/family-hotels-in-athens,200,(removed from sitemap: 308),redirect (shipped)
/athens-airport-guide,themed-list,athens,airport-guide,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/athens-budget-per-day,themed-list,athens,budget-per-day,redirect,/cheap-hotels-in-athens,200,(removed from sitemap: 308),redirect (shipped)
/bachelor-party-in-athens,themed-list,athens,bachelor-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/bachelorette-party-in-athens,themed-list,athens,bachelorette-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/weekend-in-athens,weekend,athens,,redirect,/hotels-in-athens,200,(removed from sitemap: 308),redirect (shipped)
/athens-2-day-itinerary,itinerary,athens,,redirect,/hotels-in-athens,200,(removed from sitemap: 308),redirect (shipped)
/athens-3-day-itinerary,itinerary,athens,,redirect,/hotels-in-athens,200,(removed from sitemap: 308),redirect (shipped)
/athens-4-day-itinerary,itinerary,athens,,redirect,/hotels-in-athens,200,(removed from sitemap: 308),redirect (shipped)
/athens-5-day-itinerary,itinerary,athens,,redirect,/hotels-in-athens,200,(removed from sitemap: 308),redirect (shipped)
/athens-7-day-itinerary,itinerary,athens,,redirect,/hotels-in-athens,200,(removed from sitemap: 308),redirect (shipped)
/first-time-in-athens,themed-list,athens,first-timer,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/is-athens-worth-visiting,themed-list,athens,worth-visiting,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/hidden-gems-in-athens,themed-list,athens,hidden-gems,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/most-instagrammable-places-in-athens,themed-list,athens,instagram,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/luxury-travel-in-athens,themed-list,athens,luxury,redirect,/luxury-hotels-in-athens,200,(removed from sitemap: 308),redirect (shipped)
/how-many-days-in-athens,themed-list,athens,how-many-days,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/athens-for-solo-female-travelers,themed-list,athens,solo-female,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/athens-bucket-list,themed-list,athens,bucket-list,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/private-tours-in-athens,themed-list,athens,private-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/walking-tours-in-athens,themed-list,athens,walking-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/things-to-do-in-madrid,things-to-do,madrid,,redirect,/top-attractions-in-madrid,200,(removed from sitemap: 308),redirect (shipped)
/best-family-activities-in-madrid,themed-list,madrid,family,redirect,/family-hotels-in-madrid,200,(removed from sitemap: 308),redirect (shipped)
/best-food-tours-in-madrid,themed-list,madrid,food,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/day-trips-from-madrid,themed-list,madrid,day-trips,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/honeymoon-in-madrid,themed-list,madrid,honeymoon,redirect,/luxury-hotels-in-madrid,200,(removed from sitemap: 308),redirect (shipped)
/solo-travel-in-madrid,themed-list,madrid,solo-travel,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/girls-trip-in-madrid,themed-list,madrid,girls-trip,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/rainy-day-in-madrid,themed-list,madrid,rainy-day,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/night-in-madrid,themed-list,madrid,night,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/spring-in-madrid,themed-list,madrid,spring,redirect,/best-time-to-visit-madrid,200,(removed from sitemap: 308),redirect (shipped)
/summer-in-madrid,themed-list,madrid,summer,redirect,/best-time-to-visit-madrid,200,(removed from sitemap: 308),redirect (shipped)
/fall-in-madrid,themed-list,madrid,fall,redirect,/best-time-to-visit-madrid,200,(removed from sitemap: 308),redirect (shipped)
/winter-in-madrid,themed-list,madrid,winter,redirect,/best-time-to-visit-madrid,200,(removed from sitemap: 308),redirect (shipped)
/madrid-with-kids,themed-list,madrid,with-kids,redirect,/family-hotels-in-madrid,200,(removed from sitemap: 308),redirect (shipped)
/madrid-with-teens,themed-list,madrid,with-teens,redirect,/family-hotels-in-madrid,200,(removed from sitemap: 308),redirect (shipped)
/madrid-airport-guide,themed-list,madrid,airport-guide,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/madrid-budget-per-day,themed-list,madrid,budget-per-day,redirect,/cheap-hotels-in-madrid,200,(removed from sitemap: 308),redirect (shipped)
/bachelor-party-in-madrid,themed-list,madrid,bachelor-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/bachelorette-party-in-madrid,themed-list,madrid,bachelorette-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/weekend-in-madrid,weekend,madrid,,redirect,/hotels-in-madrid,200,(removed from sitemap: 308),redirect (shipped)
/madrid-2-day-itinerary,itinerary,madrid,,redirect,/hotels-in-madrid,200,(removed from sitemap: 308),redirect (shipped)
/madrid-3-day-itinerary,itinerary,madrid,,redirect,/hotels-in-madrid,200,(removed from sitemap: 308),redirect (shipped)
/madrid-4-day-itinerary,itinerary,madrid,,redirect,/hotels-in-madrid,200,(removed from sitemap: 308),redirect (shipped)
/madrid-5-day-itinerary,itinerary,madrid,,redirect,/hotels-in-madrid,200,(removed from sitemap: 308),redirect (shipped)
/madrid-7-day-itinerary,itinerary,madrid,,redirect,/hotels-in-madrid,200,(removed from sitemap: 308),redirect (shipped)
/first-time-in-madrid,themed-list,madrid,first-timer,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/is-madrid-worth-visiting,themed-list,madrid,worth-visiting,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/hidden-gems-in-madrid,themed-list,madrid,hidden-gems,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/most-instagrammable-places-in-madrid,themed-list,madrid,instagram,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/luxury-travel-in-madrid,themed-list,madrid,luxury,redirect,/luxury-hotels-in-madrid,200,(removed from sitemap: 308),redirect (shipped)
/how-many-days-in-madrid,themed-list,madrid,how-many-days,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/madrid-for-solo-female-travelers,themed-list,madrid,solo-female,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/madrid-bucket-list,themed-list,madrid,bucket-list,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/private-tours-in-madrid,themed-list,madrid,private-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/walking-tours-in-madrid,themed-list,madrid,walking-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/things-to-do-in-seville,things-to-do,seville,,redirect,/top-attractions-in-seville,200,(removed from sitemap: 308),redirect (shipped)
/best-family-activities-in-seville,themed-list,seville,family,redirect,/family-hotels-in-seville,200,(removed from sitemap: 308),redirect (shipped)
/best-food-tours-in-seville,themed-list,seville,food,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/day-trips-from-seville,themed-list,seville,day-trips,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/honeymoon-in-seville,themed-list,seville,honeymoon,redirect,/luxury-hotels-in-seville,200,(removed from sitemap: 308),redirect (shipped)
/solo-travel-in-seville,themed-list,seville,solo-travel,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/girls-trip-in-seville,themed-list,seville,girls-trip,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/rainy-day-in-seville,themed-list,seville,rainy-day,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/night-in-seville,themed-list,seville,night,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/spring-in-seville,themed-list,seville,spring,redirect,/best-time-to-visit-seville,200,(removed from sitemap: 308),redirect (shipped)
/summer-in-seville,themed-list,seville,summer,redirect,/best-time-to-visit-seville,200,(removed from sitemap: 308),redirect (shipped)
/fall-in-seville,themed-list,seville,fall,redirect,/best-time-to-visit-seville,200,(removed from sitemap: 308),redirect (shipped)
/winter-in-seville,themed-list,seville,winter,redirect,/best-time-to-visit-seville,200,(removed from sitemap: 308),redirect (shipped)
/seville-with-kids,themed-list,seville,with-kids,redirect,/family-hotels-in-seville,200,(removed from sitemap: 308),redirect (shipped)
/seville-with-teens,themed-list,seville,with-teens,redirect,/family-hotels-in-seville,200,(removed from sitemap: 308),redirect (shipped)
/seville-airport-guide,themed-list,seville,airport-guide,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/seville-budget-per-day,themed-list,seville,budget-per-day,redirect,/cheap-hotels-in-seville,200,(removed from sitemap: 308),redirect (shipped)
/bachelor-party-in-seville,themed-list,seville,bachelor-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/bachelorette-party-in-seville,themed-list,seville,bachelorette-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/weekend-in-seville,weekend,seville,,redirect,/hotels-in-seville,200,(removed from sitemap: 308),redirect (shipped)
/seville-2-day-itinerary,itinerary,seville,,redirect,/hotels-in-seville,200,(removed from sitemap: 308),redirect (shipped)
/seville-3-day-itinerary,itinerary,seville,,redirect,/hotels-in-seville,200,(removed from sitemap: 308),redirect (shipped)
/seville-4-day-itinerary,itinerary,seville,,redirect,/hotels-in-seville,200,(removed from sitemap: 308),redirect (shipped)
/seville-5-day-itinerary,itinerary,seville,,redirect,/hotels-in-seville,200,(removed from sitemap: 308),redirect (shipped)
/seville-7-day-itinerary,itinerary,seville,,redirect,/hotels-in-seville,200,(removed from sitemap: 308),redirect (shipped)
/first-time-in-seville,themed-list,seville,first-timer,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/is-seville-worth-visiting,themed-list,seville,worth-visiting,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/hidden-gems-in-seville,themed-list,seville,hidden-gems,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/most-instagrammable-places-in-seville,themed-list,seville,instagram,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/luxury-travel-in-seville,themed-list,seville,luxury,redirect,/luxury-hotels-in-seville,200,(removed from sitemap: 308),redirect (shipped)
/how-many-days-in-seville,themed-list,seville,how-many-days,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/seville-for-solo-female-travelers,themed-list,seville,solo-female,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/seville-bucket-list,themed-list,seville,bucket-list,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/private-tours-in-seville,themed-list,seville,private-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/walking-tours-in-seville,themed-list,seville,walking-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/things-to-do-in-berlin,things-to-do,berlin,,redirect,/top-attractions-in-berlin,200,(removed from sitemap: 308),redirect (shipped)
/best-family-activities-in-berlin,themed-list,berlin,family,redirect,/family-hotels-in-berlin,200,(removed from sitemap: 308),redirect (shipped)
/best-food-tours-in-berlin,themed-list,berlin,food,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/day-trips-from-berlin,themed-list,berlin,day-trips,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/honeymoon-in-berlin,themed-list,berlin,honeymoon,redirect,/luxury-hotels-in-berlin,200,(removed from sitemap: 308),redirect (shipped)
/solo-travel-in-berlin,themed-list,berlin,solo-travel,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/girls-trip-in-berlin,themed-list,berlin,girls-trip,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/rainy-day-in-berlin,themed-list,berlin,rainy-day,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/night-in-berlin,themed-list,berlin,night,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/spring-in-berlin,themed-list,berlin,spring,redirect,/best-time-to-visit-berlin,200,(removed from sitemap: 308),redirect (shipped)
/summer-in-berlin,themed-list,berlin,summer,redirect,/best-time-to-visit-berlin,200,(removed from sitemap: 308),redirect (shipped)
/fall-in-berlin,themed-list,berlin,fall,redirect,/best-time-to-visit-berlin,200,(removed from sitemap: 308),redirect (shipped)
/winter-in-berlin,themed-list,berlin,winter,redirect,/best-time-to-visit-berlin,200,(removed from sitemap: 308),redirect (shipped)
/berlin-with-kids,themed-list,berlin,with-kids,redirect,/family-hotels-in-berlin,200,(removed from sitemap: 308),redirect (shipped)
/berlin-with-teens,themed-list,berlin,with-teens,redirect,/family-hotels-in-berlin,200,(removed from sitemap: 308),redirect (shipped)
/berlin-airport-guide,themed-list,berlin,airport-guide,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/berlin-budget-per-day,themed-list,berlin,budget-per-day,redirect,/cheap-hotels-in-berlin,200,(removed from sitemap: 308),redirect (shipped)
/bachelor-party-in-berlin,themed-list,berlin,bachelor-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/bachelorette-party-in-berlin,themed-list,berlin,bachelorette-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/weekend-in-berlin,weekend,berlin,,redirect,/hotels-in-berlin,200,(removed from sitemap: 308),redirect (shipped)
/berlin-2-day-itinerary,itinerary,berlin,,redirect,/hotels-in-berlin,200,(removed from sitemap: 308),redirect (shipped)
/berlin-3-day-itinerary,itinerary,berlin,,redirect,/hotels-in-berlin,200,(removed from sitemap: 308),redirect (shipped)
/berlin-4-day-itinerary,itinerary,berlin,,redirect,/hotels-in-berlin,200,(removed from sitemap: 308),redirect (shipped)
/berlin-5-day-itinerary,itinerary,berlin,,redirect,/hotels-in-berlin,200,(removed from sitemap: 308),redirect (shipped)
/berlin-7-day-itinerary,itinerary,berlin,,redirect,/hotels-in-berlin,200,(removed from sitemap: 308),redirect (shipped)
/first-time-in-berlin,themed-list,berlin,first-timer,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/is-berlin-worth-visiting,themed-list,berlin,worth-visiting,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/hidden-gems-in-berlin,themed-list,berlin,hidden-gems,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/most-instagrammable-places-in-berlin,themed-list,berlin,instagram,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/luxury-travel-in-berlin,themed-list,berlin,luxury,redirect,/luxury-hotels-in-berlin,200,(removed from sitemap: 308),redirect (shipped)
/how-many-days-in-berlin,themed-list,berlin,how-many-days,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/berlin-for-solo-female-travelers,themed-list,berlin,solo-female,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/berlin-bucket-list,themed-list,berlin,bucket-list,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/private-tours-in-berlin,themed-list,berlin,private-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/walking-tours-in-berlin,themed-list,berlin,walking-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/things-to-do-in-munich,things-to-do,munich,,redirect,/top-attractions-in-munich,200,(removed from sitemap: 308),redirect (shipped)
/best-family-activities-in-munich,themed-list,munich,family,redirect,/family-hotels-in-munich,200,(removed from sitemap: 308),redirect (shipped)
/best-food-tours-in-munich,themed-list,munich,food,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/day-trips-from-munich,themed-list,munich,day-trips,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/honeymoon-in-munich,themed-list,munich,honeymoon,redirect,/luxury-hotels-in-munich,200,(removed from sitemap: 308),redirect (shipped)
/solo-travel-in-munich,themed-list,munich,solo-travel,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/girls-trip-in-munich,themed-list,munich,girls-trip,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/rainy-day-in-munich,themed-list,munich,rainy-day,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/night-in-munich,themed-list,munich,night,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/spring-in-munich,themed-list,munich,spring,redirect,/best-time-to-visit-munich,200,(removed from sitemap: 308),redirect (shipped)
/summer-in-munich,themed-list,munich,summer,redirect,/best-time-to-visit-munich,200,(removed from sitemap: 308),redirect (shipped)
/fall-in-munich,themed-list,munich,fall,redirect,/best-time-to-visit-munich,200,(removed from sitemap: 308),redirect (shipped)
/winter-in-munich,themed-list,munich,winter,redirect,/best-time-to-visit-munich,200,(removed from sitemap: 308),redirect (shipped)
/munich-with-kids,themed-list,munich,with-kids,redirect,/family-hotels-in-munich,200,(removed from sitemap: 308),redirect (shipped)
/munich-with-teens,themed-list,munich,with-teens,redirect,/family-hotels-in-munich,200,(removed from sitemap: 308),redirect (shipped)
/munich-airport-guide,themed-list,munich,airport-guide,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/munich-budget-per-day,themed-list,munich,budget-per-day,redirect,/cheap-hotels-in-munich,200,(removed from sitemap: 308),redirect (shipped)
/bachelor-party-in-munich,themed-list,munich,bachelor-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/bachelorette-party-in-munich,themed-list,munich,bachelorette-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/weekend-in-munich,weekend,munich,,redirect,/hotels-in-munich,200,(removed from sitemap: 308),redirect (shipped)
/munich-2-day-itinerary,itinerary,munich,,redirect,/hotels-in-munich,200,(removed from sitemap: 308),redirect (shipped)
/munich-3-day-itinerary,itinerary,munich,,redirect,/hotels-in-munich,200,(removed from sitemap: 308),redirect (shipped)
/munich-4-day-itinerary,itinerary,munich,,redirect,/hotels-in-munich,200,(removed from sitemap: 308),redirect (shipped)
/munich-5-day-itinerary,itinerary,munich,,redirect,/hotels-in-munich,200,(removed from sitemap: 308),redirect (shipped)
/munich-7-day-itinerary,itinerary,munich,,redirect,/hotels-in-munich,200,(removed from sitemap: 308),redirect (shipped)
/first-time-in-munich,themed-list,munich,first-timer,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/is-munich-worth-visiting,themed-list,munich,worth-visiting,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/hidden-gems-in-munich,themed-list,munich,hidden-gems,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/most-instagrammable-places-in-munich,themed-list,munich,instagram,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/luxury-travel-in-munich,themed-list,munich,luxury,redirect,/luxury-hotels-in-munich,200,(removed from sitemap: 308),redirect (shipped)
/how-many-days-in-munich,themed-list,munich,how-many-days,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/munich-for-solo-female-travelers,themed-list,munich,solo-female,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/munich-bucket-list,themed-list,munich,bucket-list,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/private-tours-in-munich,themed-list,munich,private-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/walking-tours-in-munich,themed-list,munich,walking-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/things-to-do-in-vienna,things-to-do,vienna,,redirect,/top-attractions-in-vienna,200,(removed from sitemap: 308),redirect (shipped)
/best-family-activities-in-vienna,themed-list,vienna,family,redirect,/family-hotels-in-vienna,200,(removed from sitemap: 308),redirect (shipped)
/best-food-tours-in-vienna,themed-list,vienna,food,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/day-trips-from-vienna,themed-list,vienna,day-trips,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/honeymoon-in-vienna,themed-list,vienna,honeymoon,redirect,/luxury-hotels-in-vienna,200,(removed from sitemap: 308),redirect (shipped)
/solo-travel-in-vienna,themed-list,vienna,solo-travel,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/girls-trip-in-vienna,themed-list,vienna,girls-trip,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/rainy-day-in-vienna,themed-list,vienna,rainy-day,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/night-in-vienna,themed-list,vienna,night,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/spring-in-vienna,themed-list,vienna,spring,redirect,/best-time-to-visit-vienna,200,(removed from sitemap: 308),redirect (shipped)
/summer-in-vienna,themed-list,vienna,summer,redirect,/best-time-to-visit-vienna,200,(removed from sitemap: 308),redirect (shipped)
/fall-in-vienna,themed-list,vienna,fall,redirect,/best-time-to-visit-vienna,200,(removed from sitemap: 308),redirect (shipped)
/winter-in-vienna,themed-list,vienna,winter,redirect,/best-time-to-visit-vienna,200,(removed from sitemap: 308),redirect (shipped)
